Salon ID,Salon Name,Area,Rating,Reviews,Price Category,Services,Timing,Contact
1537,Glow Studio 1537,Karve Nagar,4.5,1615,Low,"Bridal Makeup, Hair Styling, Skincare",9AM to 11PM,8557402689
1538,Luxury Studio 1538,Aundh,3.5,133,Medium,"Facial, Cleanup, Waxing, Threading",8AM to 11PM,9052811892
1539,Luxury Studio 1539,Shivaji Nagar,4.1,215,High,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 9PM,7820833936
1540,Trendy Makeover 1540,Koregaon Park,4.6,1216,Medium,"Bridal Makeup, Hair Styling, Skincare",8AM to 8PM,9948185806
1541,Luxury Studio 1541,Kothrud,4.9,175,Medium,"Bridal Makeup, Hair Styling, Skincare",11AM to 8PM,7878402864
1542,Luxury Studio 1542,Kothrud,4.7,1068,High,"Bridal Makeup, Hair Styling, Skincare",10AM to 8PM,8923593113
1543,Aura Salon 1543,Viman Nagar,3.5,690,Low,"Hair Coloring, Highlights, Hair Spa",11AM to 10PM,7830038839
1544,Urban Makeover 1544,Baner,4.7,1717,Medium,"Haircut, Beard Trim, Cleanup",11AM to 10PM,9034604928
1545,Trendy Lounge 1545,Karve Nagar,4.5,1417,High,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 9PM,8573926239
1546,Glow Lounge 1546,FC Road,3.4,475,Low,"Facial, Cleanup, Waxing, Threading",11AM to 9PM,7990673130
1547,Luxury Studio 1547,Sinhagad Road,3,723,High,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 10PM,8730924460
1548,Style Makeover 1548,Kothrud,3.8,942,Low,"Haircut, Beard Trim, Cleanup",8AM to 10PM,8944284941
1549,Urban Lounge 1549,Koregaon Park,4.1,43,Low,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,7326838264
1550,Royal Studio 1550,Sinhagad Road,4.8,147,Low,"Facial, Cleanup, Waxing, Threading",11AM to 9PM,7365941513
1551,Glow Makeover 1551,FC Road,4.7,1966,High,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 8PM,7955746507
1552,Urban Lounge 1552,Karve Nagar,4.1,1255,Medium,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 10PM,8299422743
1553,Aura Makeover 1553,Koregaon Park,3.1,1148,High,"Haircut, Beard Trim, Cleanup",8AM to 9PM,7547931344
1554,Urban Studio 1554,Magarpatta,3.3,1799,Low,"Facial, Cleanup, Waxing, Threading",8AM to 8PM,7983664733
1555,Luxury Studio 1555,Viman Nagar,3.2,1361,High,"Facial, Cleanup, Waxing, Threading",9AM to 9PM,8395417957
1556,Trendy Studio 1556,Camp,3.3,1300,Low,"Haircut, Beard Trim, Cleanup",10AM to 10PM,9038134668
1557,Aura Lounge 1557,Camp,4.1,889,High,"Hair Coloring, Highlights, Hair Spa",9AM to 10PM,8621195277
1558,Glow Studio 1558,Shivaji Nagar,3,456,High,"Hair Coloring, Highlights, Hair Spa",8AM to 10PM,8320637541
1559,Royal Makeover 1559,Kothrud,3.8,54,High,"Haircut, Beard Trim, Cleanup",8AM to 9PM,8914086017
1560,Elite Salon 1560,Camp,4.7,782,High,"Hair Coloring, Highlights, Hair Spa",8AM to 9PM,8316081026
1561,Urban Makeover 1561,Kothrud,4,1037,High,"Haircut, Beard Trim, Cleanup",11AM to 9PM,8784091776
1562,Luxury Lounge 1562,Koregaon Park,3.4,419,Medium,"Facial, Cleanup, Waxing, Threading",9AM to 10PM,7187729206
1563,Luxury Studio 1563,FC Road,3.9,1848,Medium,"Bridal Makeup, Hair Styling, Skincare",8AM to 11PM,7344092892
1564,Elite Lounge 1564,Sinhagad Road,3.6,1966,High,"Hair Coloring, Highlights, Hair Spa",9AM to 10PM,7614793384
1565,Luxury Makeover 1565,Hinjewadi,3.1,550,Medium,"Haircut, Beard Trim, Cleanup",9AM to 10PM,9427329775
1566,Elite Lounge 1566,Aundh,4.5,1785,High,"Hair Coloring, Highlights, Hair Spa",11AM to 11PM,7139267897
1567,Elite Makeover 1567,Kothrud,4.2,148,Low,"Facial, Cleanup, Waxing, Threading",9AM to 8PM,8409142122
1568,Trendy Lounge 1568,Hinjewadi,4.1,1204,High,"Facial, Cleanup, Waxing, Threading",9AM to 11PM,9410169528
1569,Style Studio 1569,Shivaji Nagar,4,1571,High,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 10PM,8561419016
1570,Aura Salon 1570,FC Road,3.5,452,Low,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 9PM,7829640523
1571,Trendy Salon 1571,Kothrud,3.9,267,Medium,"Bridal Makeup, Hair Styling, Skincare",9AM to 9PM,7228337408
1572,Royal Studio 1572,Koregaon Park,4.2,124,High,"Hair Coloring, Highlights, Hair Spa",11AM to 10PM,9754858486
1573,Elite Salon 1573,Kothrud,3.3,1879,High,"Hair Coloring, Highlights, Hair Spa",9AM to 9PM,8993489222
1574,Glow Lounge 1574,Pimple Saudagar,4.5,1547,Low,"Facial, Cleanup, Waxing, Threading",11AM to 11PM,7324737441
1575,Glow Salon 1575,Viman Nagar,3,1143,Medium,"Facial, Cleanup, Waxing, Threading",8AM to 9PM,9316437636
1576,Glow Salon 1576,Shivaji Nagar,3.3,861,High,"Haircut, Beard Trim, Cleanup",11AM to 8PM,9771899817
1577,Royal Studio 1577,Wakad,3,881,Low,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 11PM,9440308220
1578,Trendy Lounge 1578,Koregaon Park,4.3,365,Low,"Hair Coloring, Highlights, Hair Spa",11AM to 11PM,7243978238
1579,Royal Salon 1579,Aundh,4.4,617,Low,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 10PM,9042585154
1580,Glow Salon 1580,Viman Nagar,4.5,1983,High,"Hair Coloring, Highlights, Hair Spa",11AM to 11PM,7030721351
1581,Trendy Salon 1581,Sinhagad Road,4.4,1756,Medium,"Bridal Makeup, Hair Styling, Skincare",10AM to 8PM,8834404010
1582,Aura Lounge 1582,Aundh,4.8,1532,Low,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 11PM,7117900311
1583,Glow Studio 1583,Viman Nagar,4.7,33,Medium,"Facial, Cleanup, Waxing, Threading",8AM to 9PM,8532604335
1584,Luxury Lounge 1584,Hinjewadi,3.5,1234,High,"Bridal Makeup, Hair Styling, Skincare",9AM to 10PM,8185649297
1585,Elite Salon 1585,Camp,3.1,785,High,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 8PM,9089272245
1586,Royal Makeover 1586,Karve Nagar,4.9,1437,High,"Bridal Makeup, Hair Styling, Skincare",8AM to 11PM,7840697060
1587,Royal Salon 1587,Sinhagad Road,4.8,861,Medium,"Facial, Cleanup, Waxing, Threading",9AM to 8PM,7757432411
1588,Royal Makeover 1588,Hinjewadi,5,550,Medium,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 11PM,9662588965
1589,Urban Makeover 1589,Aundh,4.8,694,High,"Facial, Cleanup, Waxing, Threading",8AM to 9PM,7535778091
1590,Royal Studio 1590,Magarpatta,3.3,784,High,"Haircut, Beard Trim, Cleanup",8AM to 10PM,7309339235
1591,Aura Salon 1591,Karve Nagar,3.3,1282,Low,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 11PM,9786555313
1592,Trendy Studio 1592,FC Road,4.7,849,Low,"Haircut, Beard Trim, Cleanup",8AM to 8PM,7326240933
1593,Glow Lounge 1593,Pimple Saudagar,3.1,1077,Low,"Facial, Cleanup, Waxing, Threading",11AM to 9PM,8507817605
1594,Elite Salon 1594,Karve Nagar,3.3,1083,High,"Facial, Cleanup, Waxing, Threading",8AM to 11PM,8924291937
1595,Aura Lounge 1595,Magarpatta,3.3,1036,Medium,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 9PM,7302762519
1596,Luxury Makeover 1596,Camp,4.1,1579,Medium,"Facial, Cleanup, Waxing, Threading",11AM to 8PM,9922766332
1597,Royal Studio 1597,Koregaon Park,4.4,952,High,"Hair Coloring, Highlights, Hair Spa",9AM to 9PM,8007373773
1598,Luxury Salon 1598,Hadapsar,3.3,1561,High,"Haircut, Beard Trim, Cleanup",10AM to 11PM,7371712221
1599,Style Lounge 1599,Aundh,4.7,201,Medium,"Bridal Makeup, Hair Styling, Skincare",11AM to 11PM,7247068244
1600,Luxury Lounge 1600,Koregaon Park,3.8,513,High,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 9PM,7262339582
1601,Aura Salon 1601,Wakad,4.5,512,Medium,"Hair Coloring, Highlights, Hair Spa",9AM to 8PM,8987479706
1602,Trendy Studio 1602,Shivaji Nagar,3.5,1541,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 9PM,9773101403
1603,Elite Studio 1603,Wakad,3.6,947,Medium,"Haircut, Beard Trim, Cleanup",11AM to 8PM,7747631855
1604,Urban Lounge 1604,Karve Nagar,4,200,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 11PM,8153002791
1605,Luxury Studio 1605,Hinjewadi,4.6,40,High,"Haircut, Beard Trim, Cleanup",10AM to 8PM,9497844063
1606,Style Lounge 1606,Sinhagad Road,3.4,1583,High,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 11PM,9394385172
1607,Urban Makeover 1607,Aundh,3.1,74,Medium,"Bridal Makeup, Hair Styling, Skincare",9AM to 10PM,8037634633
1608,Style Makeover 1608,Baner,4.3,1176,High,"Hair Coloring, Highlights, Hair Spa",8AM to 10PM,7334964070
1609,Style Lounge 1609,Karve Nagar,4.1,1696,Medium,"Bridal Makeup, Hair Styling, Skincare",10AM to 9PM,7407726163
1610,Elite Lounge 1610,Aundh,3.7,250,Medium,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 11PM,7408282025
1611,Glow Makeover 1611,Aundh,3.4,565,Low,"Haircut, Beard Trim, Cleanup",9AM to 10PM,7656182575
1612,Urban Lounge 1612,Hinjewadi,3.4,127,Medium,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 8PM,9947164761
1613,Elite Salon 1613,Kothrud,4.7,1608,Medium,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 8PM,8523498136
1614,Trendy Salon 1614,Baner,3.8,522,Low,"Haircut, Beard Trim, Cleanup",10AM to 10PM,8478985844
1615,Elite Salon 1615,Pimple Saudagar,4.8,899,Low,"Facial, Cleanup, Waxing, Threading",9AM to 10PM,7380203446
1616,Aura Salon 1616,Viman Nagar,3.8,1075,Medium,"Bridal Makeup, Hair Styling, Skincare",10AM to 11PM,9779657058
1617,Luxury Studio 1617,Karve Nagar,4.5,1962,Medium,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 9PM,9696074671
1618,Glow Salon 1618,Camp,4.3,753,Medium,"Hair Coloring, Highlights, Hair Spa",11AM to 11PM,9118200715
1619,Luxury Salon 1619,Koregaon Park,4.5,1756,Low,"Facial, Cleanup, Waxing, Threading",11AM to 11PM,8793800798
1620,Urban Studio 1620,Koregaon Park,4.4,1326,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 11PM,7507913855
1621,Style Lounge 1621,Hinjewadi,3.3,447,High,"Bridal Makeup, Hair Styling, Skincare",8AM to 11PM,9084513501
1622,Luxury Studio 1622,Sinhagad Road,3.9,924,Medium,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 11PM,8253564604
1623,Luxury Makeover 1623,FC Road,4.9,1526,Medium,"Facial, Cleanup, Waxing, Threading",8AM to 8PM,9228400493
1624,Glow Salon 1624,Sinhagad Road,4.3,1154,High,"Facial, Cleanup, Waxing, Threading",11AM to 9PM,7192258496
1625,Urban Makeover 1625,Baner,3.3,1032,Medium,"Haircut, Beard Trim, Cleanup",9AM to 10PM,9167839265
1626,Royal Makeover 1626,Hinjewadi,3.1,1415,Low,"Haircut, Beard Trim, Cleanup",8AM to 9PM,8608969655
1627,Elite Studio 1627,Pimple Saudagar,4.5,1197,High,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 9PM,9320354648
1628,Trendy Lounge 1628,Camp,3.6,1551,Low,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 8PM,8199163806
1629,Elite Lounge 1629,FC Road,3.8,1934,High,"Facial, Cleanup, Waxing, Threading",11AM to 8PM,8422830410
1630,Urban Salon 1630,Baner,3.8,1572,Low,"Facial, Cleanup, Waxing, Threading",11AM to 8PM,7254786062
1631,Urban Makeover 1631,Camp,4.9,1928,High,"Facial, Cleanup, Waxing, Threading",9AM to 11PM,7188698797
1632,Luxury Salon 1632,FC Road,3.4,665,Low,"Facial, Cleanup, Waxing, Threading",10AM to 8PM,8098746037
1633,Glow Salon 1633,Wakad,5,584,Low,"Facial, Cleanup, Waxing, Threading",8AM to 9PM,7772996313
1634,Aura Lounge 1634,Viman Nagar,3.7,589,Low,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 10PM,8551264341
1635,Urban Salon 1635,Wakad,5,1827,Medium,"Facial, Cleanup, Waxing, Threading",10AM to 9PM,8516391602
1636,Aura Makeover 1636,Hinjewadi,3.9,1973,Low,"Facial, Cleanup, Waxing, Threading",10AM to 8PM,7365525647
1637,Trendy Salon 1637,Baner,3.9,1486,Medium,"Bridal Makeup, Hair Styling, Skincare",8AM to 9PM,8281318391
1638,Elite Studio 1638,Viman Nagar,3.6,186,Low,"Bridal Makeup, Hair Styling, Skincare",11AM to 10PM,8731841461
1639,Style Makeover 1639,Wakad,4.7,677,Medium,"Bridal Makeup, Hair Styling, Skincare",9AM to 8PM,9558771493
1640,Urban Makeover 1640,Viman Nagar,4.9,1932,High,"Hair Coloring, Highlights, Hair Spa",8AM to 8PM,8603982155
1641,Elite Salon 1641,Hinjewadi,4.8,966,High,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 10PM,8536248713
1642,Urban Salon 1642,Sinhagad Road,3.6,1119,High,"Hair Coloring, Highlights, Hair Spa",10AM to 10PM,8171898131
1643,Urban Salon 1643,Hinjewadi,3.6,1825,High,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 10PM,8308846434
1644,Luxury Makeover 1644,Aundh,4,1977,Low,"Hair Coloring, Highlights, Hair Spa",9AM to 9PM,7064514175
1645,Urban Studio 1645,Magarpatta,4.2,1634,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 11PM,8498976873
1646,Style Makeover 1646,Pimple Saudagar,5,863,Low,"Haircut, Beard Trim, Cleanup",10AM to 8PM,7968514939
1647,Glow Studio 1647,Koregaon Park,3.7,1956,Low,"Bridal Makeup, Hair Styling, Skincare",11AM to 11PM,7554592146
1648,Glow Lounge 1648,Karve Nagar,4.2,458,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 9PM,8426319758
1649,Style Studio 1649,Aundh,4.7,1297,High,"Bridal Makeup, Hair Styling, Skincare",10AM to 8PM,8960243528
1650,Aura Makeover 1650,Pimple Saudagar,4.2,1340,Medium,"Bridal Makeup, Hair Styling, Skincare",11AM to 8PM,7949031170
1651,Style Makeover 1651,Viman Nagar,3.3,696,Medium,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 8PM,7086950382
1652,Glow Salon 1652,Wakad,3.5,65,Medium,"Hair Coloring, Highlights, Hair Spa",10AM to 10PM,7372057645
1653,Royal Makeover 1653,Magarpatta,4,423,Low,"Bridal Makeup, Hair Styling, Skincare",9AM to 10PM,7224848004
1654,Style Salon 1654,Hinjewadi,4.3,1808,Low,"Haircut, Beard Trim, Cleanup",8AM to 8PM,8433443013
1655,Urban Studio 1655,Camp,3.4,99,Low,"Bridal Makeup, Hair Styling, Skincare",9AM to 11PM,7543465311
1656,Luxury Salon 1656,Kothrud,3.5,1102,Medium,"Haircut, Beard Trim, Cleanup",11AM to 11PM,9007544846
1657,Trendy Makeover 1657,Pimple Saudagar,3.1,1789,Medium,"Facial, Cleanup, Waxing, Threading",10AM to 11PM,8646929070
1658,Luxury Lounge 1658,Karve Nagar,3.9,1302,High,"Hair Coloring, Highlights, Hair Spa",8AM to 8PM,7580271422
1659,Luxury Studio 1659,Hadapsar,3.5,497,High,"Hair Coloring, Highlights, Hair Spa",8AM to 11PM,7614704365
1660,Luxury Salon 1660,Karve Nagar,3.8,1182,Low,"Facial, Cleanup, Waxing, Threading",11AM to 11PM,8433297341
1661,Royal Makeover 1661,Pimple Saudagar,4.3,941,Low,"Hair Coloring, Highlights, Hair Spa",8AM to 11PM,7729646112
1662,Glow Makeover 1662,Magarpatta,4.1,977,Medium,"Bridal Makeup, Hair Styling, Skincare",8AM to 9PM,7843724261
1663,Style Salon 1663,Pimple Saudagar,4,1655,Low,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 9PM,7768399947
1664,Urban Lounge 1664,Wakad,3.3,644,Low,"Hair Coloring, Highlights, Hair Spa",10AM to 8PM,7146030378
1665,Aura Salon 1665,Aundh,4.3,1829,Medium,"Facial, Cleanup, Waxing, Threading",9AM to 11PM,9036673666
1666,Trendy Salon 1666,Magarpatta,3.4,1566,Medium,"Bridal Makeup, Hair Styling, Skincare",11AM to 9PM,9710724748
1667,Style Makeover 1667,Karve Nagar,4.6,551,Medium,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 10PM,7462176370
1668,Luxury Salon 1668,Camp,3.5,982,Medium,"Haircut, Beard Trim, Cleanup",10AM to 11PM,9304562049
1669,Glow Makeover 1669,Sinhagad Road,3.2,646,High,"Hair Coloring, Highlights, Hair Spa",8AM to 8PM,8544987705
1670,Trendy Salon 1670,Viman Nagar,3.6,1003,Medium,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 11PM,8047713961
1671,Luxury Lounge 1671,FC Road,3.2,1225,High,"Haircut, Beard Trim, Cleanup",8AM to 10PM,7516421746
1672,Glow Lounge 1672,Magarpatta,3.8,812,Medium,"Bridal Makeup, Hair Styling, Skincare",11AM to 10PM,9123715669
1673,Elite Studio 1673,FC Road,4.9,126,High,"Haircut, Beard Trim, Cleanup",8AM to 11PM,9420334541
1674,Luxury Makeover 1674,FC Road,3.1,1134,Medium,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 10PM,9709615182
1675,Trendy Makeover 1675,Sinhagad Road,4.3,1784,Medium,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 9PM,9352712962
1676,Urban Makeover 1676,Koregaon Park,3.7,954,High,"Hair Coloring, Highlights, Hair Spa",9AM to 11PM,9712202412
1677,Style Makeover 1677,Magarpatta,4,1170,High,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 11PM,7374403783
1678,Royal Salon 1678,Viman Nagar,4.1,1572,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 8PM,9759939120
1679,Luxury Salon 1679,Pimple Saudagar,3.9,1541,Low,"Bridal Makeup, Hair Styling, Skincare",10AM to 10PM,9691186933
1680,Style Makeover 1680,FC Road,4,1296,Medium,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 9PM,9318201060
1681,Glow Salon 1681,Koregaon Park,4.5,693,Low,"Bridal Makeup, Hair Styling, Skincare",8AM to 10PM,7607244275
1682,Aura Makeover 1682,Sinhagad Road,3.6,1073,Low,"Haircut, Beard Trim, Cleanup",11AM to 9PM,9483576726
1683,Style Makeover 1683,Wakad,3.7,1957,Low,"Haircut, Beard Trim, Cleanup",11AM to 8PM,8663896781
1684,Luxury Makeover 1684,Kothrud,3.6,1490,Medium,"Haircut, Beard Trim, Cleanup",10AM to 10PM,9554990282
1685,Urban Salon 1685,Viman Nagar,4.3,2000,Low,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 10PM,8445800983
1686,Aura Makeover 1686,Shivaji Nagar,4.4,1205,Medium,"Facial, Cleanup, Waxing, Threading",8AM to 10PM,9361487964
1687,Elite Makeover 1687,Camp,3,135,Low,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,7917612503
1688,Aura Studio 1688,Shivaji Nagar,3.4,1502,Medium,"Facial, Cleanup, Waxing, Threading",10AM to 8PM,8226009623
1689,Glow Makeover 1689,Hadapsar,3.9,1092,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 10PM,8788173941
1690,Style Studio 1690,Camp,3.4,785,Medium,"Facial, Cleanup, Waxing, Threading",11AM to 9PM,9946564440
1691,Trendy Salon 1691,Viman Nagar,5,929,Medium,"Bridal Makeup, Hair Styling, Skincare",8AM to 10PM,9436538347
1692,Style Salon 1692,Hadapsar,4.8,1769,High,"Hair Coloring, Highlights, Hair Spa",8AM to 8PM,9647366385
1693,Urban Studio 1693,Shivaji Nagar,3.8,31,Medium,"Haircut, Beard Trim, Cleanup",8AM to 10PM,7212919096
1694,Luxury Studio 1694,Shivaji Nagar,4.1,1366,High,"Hair Coloring, Highlights, Hair Spa",9AM to 10PM,9660201964
1695,Trendy Studio 1695,Koregaon Park,4.1,1246,Medium,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 9PM,7052702156
1696,Style Salon 1696,Hinjewadi,3,1269,Low,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 11PM,9274821349
1697,Glow Lounge 1697,Pimple Saudagar,4.3,1693,High,"Bridal Makeup, Hair Styling, Skincare",11AM to 11PM,7793194158
1698,Luxury Salon 1698,Baner,4.9,1477,High,"Bridal Makeup, Hair Styling, Skincare",9AM to 10PM,9927157816
1699,Glow Salon 1699,Magarpatta,3.7,1270,Low,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 11PM,8799724853
1700,Glow Lounge 1700,Shivaji Nagar,4.5,1170,High,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 11PM,9340332981
1701,Aura Makeover 1701,Pimple Saudagar,3.1,1241,Medium,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,9479876451
1702,Style Lounge 1702,Hinjewadi,3.4,597,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 11PM,8732785530
1703,Urban Salon 1703,Hinjewadi,5,1239,Medium,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 10PM,9274515083
1704,Glow Salon 1704,Hinjewadi,4.9,348,Low,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 8PM,9581560125
1705,Style Makeover 1705,Sinhagad Road,3.5,141,Medium,"Bridal Makeup, Hair Styling, Skincare",9AM to 9PM,9355598422
1706,Urban Makeover 1706,Sinhagad Road,3.5,1520,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 8PM,8241136287
1707,Style Salon 1707,Wakad,3.6,1966,High,"Bridal Makeup, Hair Styling, Skincare",9AM to 8PM,7924835412
1708,Style Makeover 1708,Karve Nagar,3.3,1359,High,"Bridal Makeup, Hair Styling, Skincare",10AM to 11PM,8509653920
1709,Royal Salon 1709,Camp,4.9,841,Low,"Bridal Makeup, Hair Styling, Skincare",10AM to 8PM,9604930483
1710,Glow Makeover 1710,FC Road,4.1,1753,High,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 9PM,7500617298
1711,Royal Makeover 1711,FC Road,4.1,376,Medium,"Hair Spa, Coloring, Keratin, Smoothening",8AM to 10PM,8213965840
1712,Style Makeover 1712,Sinhagad Road,4.6,1119,High,"Facial, Cleanup, Waxing, Threading",10AM to 10PM,9190908510
1713,Style Salon 1713,Camp,4.3,167,High,"Hair Spa, Coloring, Keratin, Smoothening",10AM to 11PM,7795603577
1714,Trendy Lounge 1714,Hadapsar,3.5,893,Low,"Bridal Makeup, Hair Styling, Skincare",11AM to 8PM,8110807745
1715,Style Salon 1715,Magarpatta,3.1,108,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 9PM,9598092631
1716,Glow Makeover 1716,Viman Nagar,3.4,1309,Medium,"Haircut, Beard Trim, Cleanup",8AM to 8PM,9370779627
1717,Urban Salon 1717,Pimple Saudagar,4.5,1768,Low,"Haircut, Beard Trim, Cleanup",11AM to 8PM,7644971121
1718,Luxury Studio 1718,Shivaji Nagar,3.2,1375,Low,"Facial, Cleanup, Waxing, Threading",8AM to 11PM,8809078980
1719,Style Salon 1719,Magarpatta,3.8,1234,High,"Bridal Makeup, Hair Styling, Skincare",8AM to 10PM,8696230942
1720,Royal Makeover 1720,Pimple Saudagar,4.1,1262,Low,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 10PM,9106448655
1721,Style Makeover 1721,Shivaji Nagar,3,1939,Medium,"Haircut, Beard Trim, Cleanup",9AM to 9PM,9513426354
1722,Royal Salon 1722,Shivaji Nagar,4.6,1854,Low,"Haircut, Styling, Facial, Manicure, Pedicure",11AM to 8PM,9760831491
1723,Royal Makeover 1723,Hadapsar,4.8,533,High,"Haircut, Beard Trim, Cleanup",9AM to 11PM,9293661058
1724,Royal Studio 1724,Magarpatta,4.2,1021,High,"Facial, Cleanup, Waxing, Threading",9AM to 9PM,9072794270
1725,Glow Studio 1725,Hinjewadi,4.2,167,Low,"Hair Coloring, Highlights, Hair Spa",8AM to 11PM,7710256757
1726,Style Studio 1726,Kothrud,3.8,1134,Low,"Bridal Makeup, Hair Styling, Skincare",8AM to 10PM,7666934419
1727,Urban Studio 1727,Magarpatta,4.7,1386,Low,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 8PM,7735804769
1728,Trendy Salon 1728,Magarpatta,3.7,657,Medium,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 9PM,8009175213
1729,Trendy Salon 1729,Aundh,4,893,High,"Hair Coloring, Highlights, Hair Spa",10AM to 10PM,7669442997
1730,Urban Salon 1730,Kothrud,4.9,259,Low,"Haircut, Beard Trim, Cleanup",10AM to 10PM,7822056535
1731,Aura Studio 1731,Karve Nagar,4.1,1751,Medium,"Hair Coloring, Highlights, Hair Spa",11AM to 11PM,8930122914
1732,Glow Lounge 1732,Koregaon Park,3.1,69,Low,"Facial, Cleanup, Waxing, Threading",9AM to 11PM,7057075621
1733,Elite Lounge 1733,Baner,3.8,800,Low,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 11PM,8162958714
1734,Elite Makeover 1734,Hadapsar,3.2,949,Low,"Bridal Makeup, Hair Styling, Skincare",10AM to 11PM,9504080186
1735,Glow Studio 1735,Koregaon Park,4,629,High,"Haircut, Beard Trim, Cleanup",10AM to 9PM,8823844302
1736,Trendy Lounge 1736,Viman Nagar,3.4,1824,High,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 10PM,8094641697
1737,Aura Lounge 1737,Aundh,4.4,1158,Medium,"Facial, Cleanup, Waxing, Threading",11AM to 8PM,9784378076
1738,Urban Lounge 1738,Camp,4.7,1639,High,"Haircut, Beard Trim, Cleanup",11AM to 10PM,9363815657
1739,Luxury Lounge 1739,Aundh,3.1,14,Medium,"Haircut, Styling, Facial, Manicure, Pedicure",9AM to 11PM,8177077049
1740,Luxury Makeover 1740,Shivaji Nagar,3.9,191,Medium,"Hair Coloring, Highlights, Hair Spa",10AM to 10PM,9785937187
1741,Glow Studio 1741,Magarpatta,3.6,209,High,"Bridal Makeup, Hair Styling, Skincare",8AM to 11PM,9924340089
1742,Trendy Salon 1742,Karve Nagar,3.3,402,Medium,"Hair Spa, Coloring, Keratin, Smoothening",9AM to 9PM,7902490945
1743,Elite Studio 1743,Baner,4.8,282,High,"Haircut, Styling, Facial, Manicure, Pedicure",8AM to 10PM,8870635262
1744,Elite Studio 1744,Pimple Saudagar,4.6,1349,Medium,"Hair Coloring, Highlights, Hair Spa",10AM to 10PM,9887580317
1745,Urban Studio 1745,Camp,4.5,263,Low,"Haircut, Beard Trim, Cleanup",10AM to 11PM,7824324360
1746,Glow Studio 1746,Camp,4,578,Low,"Haircut, Styling, Facial, Manicure, Pedicure",10AM to 8PM,9243722091
1747,Luxury Lounge 1747,Kothrud,4,1270,Low,"Haircut, Beard Trim, Cleanup",9AM to 11PM,8521052668
1748,Elite Studio 1748,Koregaon Park,3.4,1795,High,"Hair Spa, Coloring, Keratin, Smoothening",11AM to 9PM,9901244150
